_TRI_REL_AND_TRAN_EZ.TRI_FACILITY_ID,V_TRI_REL_AND_TRAN_EZ.FACILITY_NAME,V_TRI_REL_AND_TRAN_EZ.DOC_CTRL_NUM,V_TRI_REL_AND_TRAN_EZ.REPORTING_YEAR,V_TRI_REL_AND_TRAN_EZ.CHEM_NAME,V_TRI_REL_AND_TRAN_EZ.CAS_NUM,V_TRI_REL_AND_TRAN_EZ.ELEMENTAL_METAL_INCLUDED,V_TRI_REL_AND_TRAN_EZ.CATEGORY,V_TRI_REL_AND_TRAN_EZ.REL_EST_AMT_SUM,V_TRI_REL_AND_TRAN_EZ.CARCINOGEN,V_TRI_REL_AND_TRAN_EZ.CLEAN_AIR,V_TRI_REL_AND_TRAN_EZ.LIST_3350,V_TRI_REL_AND_TRAN_EZ.STREET_ADDRESS,V_TRI_REL_AND_TRAN_EZ.CITY_NAME,V_TRI_REL_AND_TRAN_EZ.COUNTY_NAME,V_TRI_REL_AND_TRAN_EZ.STATE_COUNTY_FIPS_CODE,V_TRI_REL_AND_TRAN_EZ.STATE_ABBR,V_TRI_REL_AND_TRAN_EZ.ZIP_CODE,V_TRI_REL_AND_TRAN_EZ.REGION,V_TRI_REL_AND_TRAN_EZ.FAC_CLOSED_IND,V_TRI_REL_AND_TRAN_EZ.ASGN_AGENCY,V_TRI_REL_AND_TRAN_EZ.ASGN_FEDERAL_IND,V_TRI_REL_AND_TRAN_EZ.PARENT_CO_DB_NUM,V_TRI_REL_AND_TRAN_EZ.PARENT_CO_NAME,V_TRI_REL_AND_TRAN_EZ.INDUSTRY_CODE,V_TRI_REL_AND_TRAN_EZ.SIC_CODES
80105SFTYK10855,CLEAN HARBORS DEER TRAIL LLC,1319217972165,2019,NICKEL  and NICKEL COMPOUNDS,N495,Y,AIR STACK,.09,Y,Y,Y,108555 EAST HIGHWAY 36,DEER TRAIL,ADAMS,08001,CO,80105,8,0,,C,157793639,CLEAN HARBORS INC,562,
80105SFTYK10855,CLEAN HARBORS DEER TRAIL LLC,1319217972165,2019,NICKEL  and NICKEL COMPOUNDS,N495,Y,TOTAL OFFSITE RELEASE,0,Y,Y,Y,108555 EAST HIGHWAY 36,DEER TRAIL,ADAMS,08001,CO,80105,8,0,,C,157793639,CLEAN HARBORS INC,562,
8062WPLTTH3281R,PILOT THOMAS LOGISTICS - FORT LUPTON,1319218359420,2019,1 2 4-TRIMETHYLBENZENE,95-63-6,N,TOTAL ONSITE RELEASE,.4,N,N,N,3281 RD 27,FORT LUPTON,WELD,08123,CO,80621,8,0,,C,079811123,MAXUM ENTERPRISES LLC,4247,
80906HNYWL1150E,ATMEL CORP,1319218501599,2019,HYDROCHLORIC ACID (1995 AND AFTER "ACID AEROSOLS" ONLY),7647-01-0,N,AIR STACK,4100,N,Y,N,1150 E CHEYENNE MOUNTAIN BLVD,COLORADO SPRINGS,EL PASO,08041,CO,80906,8,0,,C,,No US Parent,334,
80906HNYWL1150E,ATMEL CORP,1319218501599,2019,HYDROCHLORIC ACID (1995 AND AFTER "ACID AEROSOLS" ONLY),7647-01-0,N,AIR FUG,250,N,Y,N,1150 E CHEYENNE MOUNTAIN BLVD,COLORADO SPRINGS,EL PASO,08041,CO,80906,8,0,,C,,No US Parent,334,
80906HNYWL1150E,ATMEL CORP,1319218501599,2019,HYDROCHLORIC ACID (1995 AND AFTER "ACID AEROSOLS" ONLY),7647-01-0,N,POTW RELEASE,0,N,Y,N,1150 E CHEYENNE MOUNTAIN BLVD,COLORADO SPRINGS,EL PASO,08041,CO,80906,8,0,,C,,No US Parent,334,
80906HNYWL1150E,ATMEL CORP,1319218501613,2019,HYDROGEN FLUORIDE,7664-39-3,N,POTW TREATMENT,0,N,Y,N,1150 E CHEYENNE MOUNTAIN BLVD,COLORADO SPRINGS,EL PASO,08041,CO,80906,8,0,,C,,No US Parent,334,
81052CFMRC500EC,CF MAIER COMPOSITES INC,1319217893015,2019,STYRENE,100-42-5,N,AIR FUG,24170,Y,Y,N,500 E CRYSTAL ST,LAMAR,PROWERS,08099,CO,81052,8,0,,C,622504603,CF MAIER COMPOSITES INC,326,
81052CFMRC500EC,CF MAIER COMPOSITES INC,1319217893015,2019,STYRENE,100-42-5,N,TOTAL OFFSITE RELEASE,0,Y,Y,N,500 E CRYSTAL ST,LAMAR,PROWERS,08099,CO,81052,8,0,,C,622504603,CF MAIER COMPOSITES INC,326,
80631LFRGW925N3,MARTIN MARIETTA GREELEY 35TH AVE,1319218213421,2019,POLYCYCLIC AROMATIC COMPOUNDS,N590,N,TOTAL OFFSITE RELEASE,0,Y,Y,N,925 N 35TH AVE,GREELEY,WELD,08123,CO,80631,8,0,,C,809750912,MARTIN MARIETTA MATERIALS INC,327,
80301NPRBT4884S,CORDEN PHARMA BOULDER,1319218454674,2019,TOLUENE,108-88-3,N,WASTE TREATMENT,6250,N,Y,N,4884 STERLING DR,BOULDER,BOULDER,08013,CO,80301,8,0,,C,,No US Parent,325,
80301NPRBT4884S,CORDEN PHARMA BOULDER,1319218454674,2019,TOLUENE,108-88-3,N,AIR STACK,250,N,Y,N,4884 STERLING DR,BOULDER,BOULDER,08013,CO,80301,8,0,,C,,No US Parent,325,
80301NPRBT4884S,CORDEN PHARMA BOULDER,1319218454674,2019,TOLUENE,108-88-3,N,POTW TREATMENT,0,N,Y,N,4884 STERLING DR,BOULDER,BOULDER,08013,CO,80301,8,0,,C,,No US Parent,325,
8002WTHRMF4845F,THERMO FLUIDS DENVER,1319217842689,2019,POLYCYCLIC AROMATIC COMPOUNDS,N590,N,POTW RELEASE,0,Y,Y,N,4845 FOREST ST,COMMERCE CITY,ADAMS,08001,CO,80022,8,0,,C,157793639,CLEAN HARBORS INC,4247,
81007NTRST646NS,INTERSTATE CHEMICAL CO INC,1319217895174,2019,SODIUM NITRITE,7632-00-0,N,POTW TREATMENT,0,N,N,N,646 N STATES AVE,PUEBLO WEST,PUEBLO,08101,CO,81007,8,0,,C,NA,INTERSTATE CHEMICAL CO INC,4246,
8090WGGRGT444EC,AGGREGATE INDUSTRIES WCR INC CS-MAIN READY MIX PLANT,1319218321053,2019,LEAD COMPOUNDS,N420,N,TOTAL ONSITE RELEASE,.5,N,Y,Y,444 E COSTILLA ST,COLORADO SPRINGS,EL PASO,08041,CO,80903,8,0,,C,128734949,AGGREGATE INDUSTRIES MANAGEMENT INC,327,
80022CNCDN5801B,SUNCOR ENERGY COMMERCE CITY REFINERY,1319218259543,2019,MERCURY COMPOUNDS,N458,N,POTW RELEASE,0,N,Y,Y,5801 BRIGHTON BLVD,COMMERCE CITY,ADAMS,08001,CO,80022,8,0,,C,241804681,SUNCOR ENERGY (USA) INC,324,
80651BTTRB45NFR,JD HEISKELL & CO,1319218073260,2019,MANGANESE COMPOUNDS,N450,N,TOTAL OFFSITE RELEASE,0,N,Y,N,450N FRONT ST,PLATTEVILLE,WELD,08123,CO,80651,8,0,,C,009462359,J D HEISKELL HOLDINGS LLC,311,
80651BTTRB45NFR,JD HEISKELL & CO,1319218073260,2019,MANGANESE COMPOUNDS,N450,N,POTW TREATMENT,0,N,Y,N,450N FRONT ST,PLATTEVILLE,WELD,08123,CO,80651,8,0,,C,009462359,J D HEISKELL HOLDINGS LLC,311,
80223GGRGT1751S,AGGREGATE INDUSTRIES WCR INC BANNOCK READY MIX PLANT,1319217803131,2019,LEAD  and LEAD COMPOUNDS,N420,Y,POTW RELEASE,0,N,Y,Y,1751 S BANNOCK ST,DENVER,DENVER,08031,CO,80223,8,0,,C,128734949,AGGREGATE INDUSTRIES MANAGEMENT INC,327,
80723PBLCS14940,PUBLIC SERVICE CO OF COLORADO PAWNEE STATION,1319218084414,2019,MERCURY COMPOUNDS,N458,N,TOTAL OFFSITE RELEASE,0,N,Y,Y,14940 COUNTY RD 24,BRUSH,MORGAN,08087,CO,80723,8,0,,C,848381245,XCEL ENERGY,2211,
80723PBLCS14940,PUBLIC SERVICE CO OF COLORADO PAWNEE STATION,1319218084414,2019,MERCURY COMPOUNDS,N458,N,POTW TREATMENT,0,N,Y,Y,14940 COUNTY RD 24,BRUSH,MORGAN,08087,CO,80723,8,0,,C,848381245,XCEL ENERGY,2211,
8021WBSTWY591YR,BESTWAY CONCRETE CO-DENVER,1319218561001,2019,NITRATE COMPOUNDS,N511,N,TOTAL ONSITE RELEASE,0,N,N,N,5901 YORK ST,DENVER,ADAMS,08001,CO,80216,8,0,,C,,No US Parent,327,
8060WJPNTN121E1,E J PAINTING & FIBERGLASS,1319217903778,2019,STYRENE,100-42-5,N,POTW RELEASE,0,Y,Y,N,10201 E. 107TH PLACE,BRIGHTON,ADAMS,08001,CO,80601,8,0,,C,,No US Parent,326,
80621GLDNL1405E,GOLDEN ALUMINUM,1319218063384,2019,METHYL ISOBUTYL KETONE,108-10-1,N,POTW RELEASE,0,Y,Y,Y,1405 E 14TH ST,FORT LUPTON,WELD,08123,CO,80621,8,0,,C,,No US Parent,331,
80621GLDNL1405E,GOLDEN ALUMINUM,1319218063384,2019,METHYL ISOBUTYL KETONE,108-10-1,N,TOTAL ON OFFSITE RELEASE,114,Y,Y,Y,1405 E 14TH ST,FORT LUPTON,WELD,08123,CO,80621,8,0,,C,,No US Parent,331,
81503CLRDC56924,TOTAL PETROCHEMICALS & REFINING USA INC (TOTAL CRAY VALLEY),1319218118281,2019,MALEIC ANHYDRIDE,108-31-6,N,TOTAL ON OFFSITE RELEASE,10,N,Y,N,569  24 1/4  RD,GRAND JUNCTION,MESA,08077,CO,81505,8,0,,C,037810702,TOTAL HOLDINGS USA INC,325,
8021WCLSSC1299E,CLASSIC METALS,1319217802976,2019,CHROMIUM,7440-47-3,N,POTW TREATMENT,0,N,Y,Y,1299 E 58TH AVE,DENVER,ADAMS,08001,CO,80216,8,0,,C,,No US Parent,332,
80002NDLCH4711W,INDUSTRIAL CHEMICALS CORP,1319218207660,2019,METHANOL,67-56-1,N,TOTAL OFFSITE RELEASE,0,N,Y,N,4711 W 58TH AVE,ARVADA,ADAMS,08001,CO,80002,8,0,,C,,No US Parent,4246,
80002NDLCH4711W,INDUSTRIAL CHEMICALS CORP,1319218207660,2019,METHANOL,67-56-1,N,POTW RELEASE,0,N,Y,N,4711 W 58TH AVE,ARVADA,ADAMS,08001,CO,80002,8,0,,C,,No US Parent,4246,
80002NDLCH4711W,INDUSTRIAL CHEMICALS CORP,1319218207660,2019,METHANOL,67-56-1,N,POTW TREATMENT,0,N,Y,N,4711 W 58TH AVE,ARVADA,ADAMS,08001,CO,80002,8,0,,C,,No US Parent,4246,
8022WGGRGT2E64T,AGGREGATE INDUSTRIES WCR INC DENVER READY MIX PLANT,1319217805353,2019,LEAD  and LEAD COMPOUNDS,N420,Y,TOTAL OFFSITE RELEASE,0,N,Y,Y,200 E 64TH AVE - 282 E 64TH AVE,DENVER,ADAMS,08001,CO,80221,8,0,,C,128734949,AGGREGATE INDUSTRIES MANAGEMENT INC,327,
8022WGGRGT2E64T,AGGREGATE INDUSTRIES WCR INC DENVER READY MIX PLANT,1319217805353,2019,LEAD  and LEAD COMPOUNDS,N420,Y,TOTAL ONSITE RELEASE,0,N,Y,Y,200 E 64TH AVE - 282 E 64TH AVE,DENVER,ADAMS,08001,CO,80221,8,0,,C,128734949,AGGREGATE INDUSTRIES MANAGEMENT INC,327,
80751STRLN45ANG,STERLING ETHANOL LLC,1319217941095,2019,AMMONIA,7664-41-7,N,POTW TREATMENT,0,N,N,N,450 ANGUS AVE,STERLING,LOGAN,08075,CO,80751,8,0,,C,,No US Parent,325,
80401VLLYM17755,ROCKY MOUNTAIN METAL CONTAINER,1319218430130,2019,CERTAIN GLYCOL ETHERS,N230,N,POTW TREATMENT,0,N,Y,N,17755 W 32ND AVE,GOLDEN,JEFFERSON,08059,CO,80401,8,0,,C,NA,MOLSON COORS LLC,332,
80301MCRMT7070W,MICRO MOTION INC,1319218249668,2019,CHROMIUM,7440-47-3,N,POTW RELEASE,0,N,Y,Y,7070 WINCHESTER CIR,BOULDER,BOULDER,08013,CO,80301,8,0,,C,067294808,EMERSON ELECTRIC CO,334,
80110MRCNS1600W,AMERICAN STAINLESS STEEL CORP,1319218487015,2019,MANGANESE,7439-96-5,N,POTW RELEASE,0,N,Y,N,1600 W YALE AVE,ENGLEWOOD,ARAPAHOE,08005,CO,80110,8,0,,C,,No US Parent,332,
80438CLMXM9MILE,CLIMAX MOLYBDENUM CO-HENDERSON MINE,1319218102527,2019,LEAD  and LEAD COMPOUNDS,N420,Y,AIR FUG,1.2,N,Y,Y,9 MILES W OF EMPIRE,EMPIRE,CLEAR CREEK,08019,CO,80438,8,0,NA,C,187122973,FREEPORT-MCMORAN INC,2122,
80438CLMXM9MILE,CLIMAX MOLYBDENUM CO-HENDERSON MINE,1319218102527,2019,LEAD  and LEAD COMPOUNDS,N420,Y,POTW TREATMENT,0,N,Y,Y,9 MILES W OF EMPIRE,EMPIRE,CLEAR CREEK,08019,CO,80438,8,0,NA,C,187122973,FREEPORT-MCMORAN INC,2122,
80022CNCDN5801B,SUNCOR ENERGY COMMERCE CITY REFINERY,1319218259479,2019,CYCLOHEXANE,110-82-7,N,TOTAL ONSITE RELEASE,982,N,N,N,5801 BRIGHTON BLVD,COMMERCE CITY,ADAMS,08001,CO,80022,8,0,,C,241804681,SUNCOR ENERGY (USA) INC,324,
81625TRPPR65MIL,TRAPPER MINING INC,1319218207773,2019,CHROMIUM COMPOUNDS(EXCEPT CHROMITE ORE MINED IN THE TRANSVAAL REGION),N090,N,AIR FUG,10,N,Y,Y,6.5 MILES SW OF CRAIG  LOCATED OFF STATE HWY 13,CRAIG,MOFFAT,08081,CO,81625,8,0,,C,,No US Parent,2121,
80301SYNTX2075N,CORDEN PHARMA COLORADO INC,1319218507010,2019,1 4-DIOXANE,123-91-1,N,ENERGY RECOVERY,160000,Y,Y,N,2075 N 55TH ST,BOULDER,BOULDER,08013,CO,80301,8,0,,C,NA,CORDEN US INC,325,
80301SYNTX2075N,CORDEN PHARMA COLORADO INC,1319218507010,2019,1 4-DIOXANE,123-91-1,N,POTW TREATMENT,0,Y,Y,N,2075 N 55TH ST,BOULDER,BOULDER,08013,CO,80301,8,0,,C,NA,CORDEN US INC,325,
8050WGLNTP751EA,AGILENT APOTHECARY,1319218144552,2019,PYRIDINE,110-86-1,N,ENERGY RECOVERY,20086.1,N,N,N,7051 EAGLE BLVD,FREDERICK,WELD,08123,CO,80504,8,0,,C,084963177,AGILENT TECHNOLOGIES INC,325,
8050WGLNTP751EA,AGILENT APOTHECARY,1319218144552,2019,PYRIDINE,110-86-1,N,TOTAL ON OFFSITE RELEASE,12,N,N,N,7051 EAGLE BLVD,FREDERICK,WELD,08123,CO,80504,8,0,,C,084963177,AGILENT TECHNOLOGIES INC,325,
80640DLTRC9155B,CRYSTAL PACKAGING INC,1319218184911,2019,CERTAIN GLYCOL ETHERS,N230,N,TOTAL OFFSITE RELEASE,0,N,Y,N,9155 BOSTON ST,HENDERSON,ADAMS,08001,CO,80640,8,0,,C,,No US Parent,325,
80301MCRMT7070W,MICRO MOTION INC,1319218249670,2019,MANGANESE,7439-96-5,N,AIR FUG,5,N,Y,N,7070 WINCHESTER CIR,BOULDER,BOULDER,08013,CO,80301,8,0,,C,067294808,EMERSON ELECTRIC CO,334,
80301MCRMT7070W,MICRO MOTION INC,1319218249670,2019,MANGANESE,7439-96-5,N,TOTAL ON OFFSITE RELEASE,5,N,Y,N,7070 WINCHESTER CIR,BOULDER,BOULDER,08013,CO,80301,8,0,,C,067294808,EMERSON ELECTRIC CO,334,
8150WHLLBR3199D,HALLIBURTON GRAND JUNCTION FIELD CAMP,1319218041275,2019,METHANOL,67-56-1,N,TOTAL OFFSITE RELEASE,0,N,Y,N,3199 D ROAD,GRAND JUNCTION,MESA,08077,CO,81504,8,0,,C,043296920,HALLIBURTON ENERGY SERVICES INC,4246,
8150WHLLBR3199D,HALLIBURTON GRAND JUNCTION FIELD CAMP,1319218041275,2019,METHANOL,67-56-1,N,POTW RELEASE,0,N,Y,N,3199 D ROAD,GRAND JUNCTION,MESA,08077,CO,81504,8,0,,C,043296920,HALLIBURTON ENERGY SERVICES INC,4246,
80201CHMRX10601,BASF CORP,1319217638788,2019,TOLUENE-2 4-DIISOCYANATE,584-84-9,N,AIR STACK,.1411,Y,Y,N,10601 FULTON ST,BRIGHTON,ADAMS,08001,CO,80601,8,0,,C,001307032,BASF CORP,325,
80751STRLN45ANG,STERLING ETHANOL LLC,1319217941071,2019,ACETALDEHYDE,75-07-0,N,AIR FUG,2,Y,Y,N,450 ANGUS AVE,STERLING,LOGAN,08075,CO,80751,8,0,,C,,No US Parent,325,
80751STRLN45ANG,STERLING ETHANOL LLC,1319217941071,2019,ACETALDEHYDE,75-07-0,N,POTW RELEASE,0,Y,Y,N,450 ANGUS AVE,STERLING,LOGAN,08075,CO,80751,8,0,,C,,No US Parent,325,
80701XCLCR1505E,CARGILL MEAT SOLUTIONS CORP,1319217965324,2019,NITRATE COMPOUNDS,N511,N,POTW RELEASE,0,N,N,N,1505 E BURLINGTON AVE,FORT MORGAN,MORGAN,08087,CO,80701,8,0,,C,006249189,CARGILL INC,311,
80549RWHDN2700E,RAWHIDE ENERGY STATION,1319217923883,2019,MANGANESE COMPOUNDS,N450,N,RECYCLING,5982,N,Y,N,2700 E COUNTY RD 82,WELLINGTON,LARIMER,08069,CO,80549,8,0,,C,075759948,PLATTE RIVER POWER AUTHORITY,2211,
80549RWHDN2700E,RAWHIDE ENERGY STATION,1319217923883,2019,MANGANESE COMPOUNDS,N450,N,AIR STACK,35,N,Y,N,2700 E COUNTY RD 82,WELLINGTON,LARIMER,08069,CO,80549,8,0,,C,075759948,PLATTE RIVER POWER AUTHORITY,2211,
80549RWHDN2700E,RAWHIDE ENERGY STATION,1319217923883,2019,MANGANESE COMPOUNDS,N450,N,OTH LANDF,16831,N,Y,N,2700 E COUNTY RD 82,WELLINGTON,LARIMER,08069,CO,80549,8,0,,C,075759948,PLATTE RIVER POWER AUTHORITY,2211,
80549RWHDN2700E,RAWHIDE ENERGY STATION,1319217923883,2019,MANGANESE COMPOUNDS,N450,N,TOTAL ON OFFSITE RELEASE,16869.6,N,Y,N,2700 E COUNTY RD 82,WELLINGTON,LARIMER,08069,CO,80549,8,0,,C,075759948,PLATTE RIVER POWER AUTHORITY,2211,
81001TRNCX101WI,TRANE CO,1319218360636,2019,PROPYLENE,115-07-1,N,POTW RELEASE,0,N,N,N,101 WILLIAM WHITE BLVD,PUEBLO,PUEBLO,08101,CO,81001,8,0,,C,001368026,TRANE TECHNOLOGIES CO LLC,333,
81006PBLCS2005L,PUBLIC SERVICE CO OF COLORADO COMANCHE STATION,1319218084580,2019,LEAD COMPOUNDS,N420,N,TOTAL ON OFFSITE RELEASE,14965.429,N,Y,Y,2005 LIME RD,PUEBLO,PUEBLO,08101,CO,81006,8,0,,C,848381245,XCEL ENERGY,2211,
80020GGRGT845CM,AGGREGATE INDUSTRIES WCR INC BROOMFIELD READY MIX PLANT,1319217803675,2019,LEAD  and LEAD COMPOUNDS,N420,Y,TOTAL OFFSITE RELEASE,0,N,Y,Y,845 COMPTON ST,BROOMFIELD,BROOMFIELD,08014,CO,80020,8,0,,C,128734949,AGGREGATE INDUSTRIES MANAGEMENT INC,327,
81004CFSTL225CA,EVRAZ ROCKY MOUNTAIN STEEL,1319217824402,2019,MERCURY COMPOUNDS,N458,N,TOTAL OFFSITE RELEASE,.1,N,Y,Y,2100 S FWY,PUEBLO,PUEBLO,08101,CO,81004,8,0,,C,009106055,EVRAZ INC N.A.,331,
81006PBLCS2005L,PUBLIC SERVICE CO OF COLORADO COMANCHE STATION,1319218084554,2019,VANADIUM COMPOUNDS,N770,N,AIR FUG,1.7,N,N,N,2005 LIME RD,PUEBLO,PUEBLO,08101,CO,81006,8,0,,C,848381245,XCEL ENERGY,2211,
80019MSTRC23655,ELKAY WOOD PRODUCTS CO,1319218278846,2019,N-BUTYL ALCOHOL,71-36-3,N,AIR STACK,5686,N,N,N,23655 E 19TH AVE,AURORA,ADAMS,08001,CO,80019,8,0,,C,005080429,ELKAY MANUFACTURING CO,337,
8001WMRTNM241PI,MARTIN MARIETTA - PICADILLY READY MIX,1319218213559,2019,LEAD  and LEAD COMPOUNDS,N420,Y,TOTAL OFFSITE RELEASE,0,N,Y,Y,2401 PICADILLY RD,AURORA,ADAMS,08001,CO,80014,8,0,,C,809750912,MARTIN MARIETTA MATERIALS INC,327,
8001WMRTNM241PI,MARTIN MARIETTA - PICADILLY READY MIX,1319218213559,2019,LEAD  and LEAD COMPOUNDS,N420,Y,TOTAL ONSITE RELEASE,.1324,N,Y,Y,2401 PICADILLY RD,AURORA,ADAMS,08001,CO,80014,8,0,,C,809750912,MARTIN MARIETTA MATERIALS INC,327,
81006PBLCS2005L,PUBLIC SERVICE CO OF COLORADO COMANCHE STATION,1319218084630,2019,DIOXIN AND DIOXIN-LIKE COMPOUNDS,N150,N,POTW RELEASE,0,Y,Y,N,2005 LIME RD,PUEBLO,PUEBLO,08101,CO,81006,8,0,,C,848381245,XCEL ENERGY,2211,
8012WBSTWY9681T,BESTWAY CONCRETE CO TITAN,1319218561025,2019,NITRATE COMPOUNDS,N511,N,POTW RELEASE,0,N,N,N,9681 TITAN PARK CIRCLE,LITTLETON,DOUGLAS,08035,CO,80125,8,0,,C,,No US Parent,327,
8021WBNDTD4799D,BAND IT IDEX INC,1319218312662,2019,CHROMIUM,7440-47-3,N,TOTAL ONSITE RELEASE,0,N,Y,Y,4799 DAHLIA ST,DENVER,DENVER,08031,CO,80216,8,0,,C,185580844,IDEX CORP,332,
80002NDLCH4711W,INDUSTRIAL CHEMICALS CORP,1319218207746,2019,ETHYLBENZENE,100-41-4,N,TOTAL OFFSITE RELEASE,0,Y,Y,N,4711 W 58TH AVE,ARVADA,ADAMS,08001,CO,80002,8,0,,C,,No US Parent,4246,
80537LLWTH715DE,ALLWEATER WOOD LLC,1319217793431,2019,SODIUM NITRITE,7632-00-0,N,TOTAL OFFSITE RELEASE,0,N,N,N,715 DENVER AVE,LOVELAND,LARIMER,08069,CO,80537,8,0,,C,030618586,MENDOCINO FOREST PRODUCTS CO LLC,321,
80216RLSTN4555Y,NESTLE PURINA PETCARE CO,1319218075481,2019,MANGANESE  and MANGANESE COMPOUNDS,N450,Y,RECYCLING,904,N,Y,N,4555 YORK ST,DENVER,DENVER,08031,CO,80216,8,0,,C,006266811,NESTLE PURINA PETCARE CO,311,
80216RLSTN4555Y,NESTLE PURINA PETCARE CO,1319218075481,2019,MANGANESE  and MANGANESE COMPOUNDS,N450,Y,POTW RELEASE,4,N,Y,N,4555 YORK ST,DENVER,DENVER,08031,CO,80216,8,0,,C,006266811,NESTLE PURINA PETCARE CO,311,
80216RLSTN4555Y,NESTLE PURINA PETCARE CO,1319218075481,2019,MANGANESE  and MANGANESE COMPOUNDS,N450,Y,POTW TREATMENT,0,N,Y,N,4555 YORK ST,DENVER,DENVER,08031,CO,80216,8,0,,C,006266811,NESTLE PURINA PETCARE CO,311,
80216RLSTN4555Y,NESTLE PURINA PETCARE CO,1319218075481,2019,MANGANESE  and MANGANESE COMPOUNDS,N450,Y,TOTAL ON OFFSITE RELEASE,4,N,Y,N,4555 YORK ST,DENVER,DENVER,08031,CO,80216,8,0,,C,006266811,NESTLE PURINA PETCARE CO,311,
80301SYNTX2075N,CORDEN PHARMA COLORADO INC,1319218507061,2019,N-METHYL-2-PYRROLIDONE,872-50-4,N,ENERGY RECOVERY,15000,N,N,N,2075 N 55TH ST,BOULDER,BOULDER,08013,CO,80301,8,0,,C,NA,CORDEN US INC,325,
80301SYNTX2075N,CORDEN PHARMA COLORADO INC,1319218507061,2019,N-METHYL-2-PYRROLIDONE,872-50-4,N,POTW TREATMENT,0,N,N,N,2075 N 55TH ST,BOULDER,BOULDER,08013,CO,80301,8,0,,C,NA,CORDEN US INC,325,
81002HRSHC11HAR,HARSCO METALS - PUEBLO,1319217984739,2019,NICKEL COMPOUNDS,N495,N,TOTAL OFFSITE RELEASE,0,Y,Y,Y,1100 HARLEM CO ROCKY MOUNTAIN STEEL,PUEBLO,PUEBLO,08101,CO,81002,8,0,,C,003952009,HARSCO CORP,327,
80915XLSNN3445N,WEATHERFORD ARTIFICIAL LIFT SYSTEMS LLC,1319218165823,2019,CHROMIUM,7440-47-3,N,POTW TREATMENT,0,N,Y,Y,3285 CAPITAL DR,COLORADO SPRINGS,EL PASO,08041,CO,80939,8,0,,C,062157284,WEATHERFORD INTERNATIONAL,332,
80915XLSNN3445N,WEATHERFORD ARTIFICIAL LIFT SYSTEMS LLC,1319218165823,2019,CHROMIUM,7440-47-3,N,TOTAL ONSITE RELEASE,1.491,N,Y,Y,3285 CAPITAL DR,COLORADO SPRINGS,EL PASO,08041,CO,80939,8,0,,C,062157284,WEATHERFORD INTERNATIONAL,332,
81004CFSTL225CA,EVRAZ ROCKY MOUNTAIN STEEL,1319217824376,2019,MANGANESE COMPOUNDS,N450,N,TOTAL OFFSITE RELEASE,80899,N,Y,N,2100 S FWY,PUEBLO,PUEBLO,08101,CO,81004,8,0,,C,009106055,EVRAZ INC N.A.,331,
80125LDCST8392R,OLDCASTLE PRECAST INC,1319218058939,2019,BARIUM COMPOUNDS,N040,N,TOTAL ON OFFSITE RELEASE,36,N,N,N,8392 RIVERVIEW PKWY,LITTLETON,DOUGLAS,08035,CO,80125,8,0,,C,037176591,CRH AMERICAS INC,327,
80542BLDRS5983R,BOULDER SCIENTIFIC CO LLC - MEAD FACILITY,1319217662269,2019,N-HEXANE,110-54-3,N,WASTE TREATMENT,173228,N,Y,N,598 3RD ST,MEAD,WELD,08123,CO,80542,8,0,,C,,No US Parent,325,
80542BLDRS5983R,BOULDER SCIENTIFIC CO LLC - MEAD FACILITY,1319217662269,2019,N-HEXANE,110-54-3,N,AIR STACK,5486,N,Y,N,598 3RD ST,MEAD,WELD,08123,CO,80542,8,0,,C,,No US Parent,325,
80701XCLCR1505E,CARGILL MEAT SOLUTIONS CORP,1319217965336,2019,AMMONIA,7664-41-7,N,TOTAL ON OFFSITE RELEASE,37241,N,N,N,1505 E BURLINGTON AVE,FORT MORGAN,MORGAN,08087,CO,80701,8,0,,C,006249189,CARGILL INC,311,
80525WDWRD1000E,WOODWARD INC,1319218014316,2019,CHROMIUM,7440-47-3,N,RECYCLING,17811,N,Y,Y,1000 E DRAKE RD,FORT COLLINS,LARIMER,08069,CO,80525,8,0,,C,030359256,WOODWARD INC,333,
80525WDWRD1000E,WOODWARD INC,1319218014316,2019,CHROMIUM,7440-47-3,N,POTW RELEASE,.05,N,Y,Y,1000 E DRAKE RD,FORT COLLINS,LARIMER,08069,CO,80525,8,0,,C,030359256,WOODWARD INC,333,
80525WDWRD1000E,WOODWARD INC,1319218014316,2019,CHROMIUM,7440-47-3,N,TOTAL ONSITE RELEASE,0,N,Y,Y,1000 E DRAKE RD,FORT COLLINS,LARIMER,08069,CO,80525,8,0,,C,030359256,WOODWARD INC,333,
80521WSTRN100MA,WESTERN FOUNDRIES INC,1319218362364,2019,NICKEL,7440-02-0,N,AIR STACK,.26,Y,Y,Y,100 MARTIN ST,LONGMONT,BOULDER,08013,CO,80501,8,0,,C,,No US Parent,331,
81639PBLCS12795,PUBLIC SERVICE CO OF COLORADO HAYDEN STATION,1319218084907,2019,BENZO(G H I)PERYLENE,191-24-2,N,AIR STACK,.0564,N,Y,N,13125 HIGHWAY 40,HAYDEN,ROUTT,08107,CO,81639,8,0,,C,848381245,XCEL ENERGY,2211,
